Gene,NSC_GFP,Neu_GFP
Rfx2,Euchromatin,Euchromatin
Rfx3,Unknown,Unknown
Rfxap,Unknown,Unknown
Rgcc,Unknown,Unknown
Rgl2,Euchromatin,Euchromatin
Rgs20,Unknown,Unknown
Rgs6,Euchromatin,Unknown
Rhbdd1,Unknown,Heterochromatin
Rhbdd2,Euchromatin,Unknown
Rhbg,Euchromatin,Euchromatin
Rheb,Unknown,Unknown
Rhebl1,Euchromatin,Euchromatin
Rhoq,Euchromatin,Unknown
Rhot1,Unknown,Unknown
Rhou,Euchromatin,Unknown
Rhpn1,Euchromatin,Unknown
Rhpn2,Euchromatin,Euchromatin
Ric8a,Euchromatin,Euchromatin
Ric8b,Unknown,Unknown
Rimoc1,Unknown,Unknown
Rims1,Unknown,Unknown
Rims2,Unknown,Unknown
Rinl,Euchromatin,Euchromatin
Riok3,Unknown,Unknown
Riox2,Unknown,Unknown
Ripk1,Unknown,Unknown
Ripk4,Euchromatin,Unknown
Rita1,Euchromatin,Euchromatin
Rlf,Unknown,Unknown
Rlim,Unknown,Unknown
Rmc1,Euchromatin,Unknown
Rmdn2,Unknown,Unknown
Rmnd5a,Unknown,Unknown
Rmnd5b,Euchromatin,Euchromatin
Rmrp,Euchromatin,Unknown
Rnaseh1,Euchromatin,Unknown
Rnd3,Heterochromatin,Heterochromatin
Rnf11,Unknown,Unknown
Rnf111,Unknown,Unknown
Rnf113a2,Unknown,Unknown
Rnf123,Euchromatin,Euchromatin
Rnf126,Euchromatin,Euchromatin
Rnf128,Unknown,Unknown
Rnf130,Unknown,Unknown
Rnf141,Unknown,Unknown
Rnf150,Unknown,Heterochromatin
Rnf181,Euchromatin,Euchromatin
Rnf19b,Euchromatin,Unknown
Rnf207,Euchromatin,Euchromatin
Rnf227,Euchromatin,Unknown
Rnf4,Euchromatin,Unknown
Rnf40,Euchromatin,Unknown
Rnf41,Euchromatin,Unknown
Rnf44,Euchromatin,Euchromatin
Rnf5,Euchromatin,Unknown
Rnf6,Unknown,Euchromatin
Rnf7,Euchromatin,Unknown
Rnft1,Unknown,Unknown
Rnft2,Euchromatin,Euchromatin
Rnh1,Euchromatin,Euchromatin
Rnls,Unknown,Unknown
Rnps1,Euchromatin,Euchromatin
Ro60,Heterochromatin,Heterochromatin
Robo3,Euchromatin,Unknown
Rogdi,Euchromatin,Unknown
Ropn1l,Unknown,Unknown
Ror1,Unknown,Unknown
Rpf1,Unknown,Unknown
Rpgr,Unknown,Unknown
Rpgrip1l,Unknown,Unknown
Rpia,Unknown,Unknown
Rpl10,Unknown,Unknown
Rpl13,Euchromatin,Euchromatin
Rpl13a,Euchromatin,Euchromatin
Rpl14,Euchromatin,Euchromatin
Rpl15,Unknown,Unknown
Rpl18,Euchromatin,Euchromatin
Rpl18a,Euchromatin,Euchromatin
Rpl19,Euchromatin,Euchromatin
Rpl21,Euchromatin,Unknown
Rpl22l1,Unknown,Unknown
Rpl23,Euchromatin,Euchromatin
Rpl24,Unknown,Euchromatin
Rpl27,Euchromatin,Euchromatin
Rpl28,Euchromatin,Euchromatin
Rpl3,Euchromatin,Euchromatin
Rpl30,Unknown,Unknown
Rpl35,Euchromatin,Unknown
Rpl35a,Unknown,Unknown
Rpl36,Euchromatin,Euchromatin
Rpl36a,Unknown,Unknown
Rpl37a,Unknown,Unknown
Rpl39,Unknown,Unknown
Rpl41,Euchromatin,Euchromatin
Rpl9,Euchromatin,Euchromatin
Rplp0,Euchromatin,Euchromatin
Rplp1,Euchromatin,Unknown
Rpp14,Euchromatin,Unknown
Rpp38,Unknown,Unknown
Rpp40,Unknown,Unknown
Rprd1b,Unknown,Unknown
Rprd2,Unknown,Unknown
Rprm,Unknown,Unknown
Rps11,Euchromatin,Euchromatin
Rps12,Unknown,Unknown
Rps14,Euchromatin,Euchromatin
Rps15a,Unknown,Unknown
Rps16,Euchromatin,Euchromatin
Rps18,Euchromatin,Euchromatin
Rps19,Euchromatin,Euchromatin
Rps23,Unknown,Unknown
Rps24,Euchromatin,Unknown
Rps27l,Unknown,Unknown
Rps28,Euchromatin,Unknown
Rps3a1,Unknown,Unknown
Rps5,Euchromatin,Euchromatin
Rps6ka5,Unknown,Unknown
Rps6kb1,Unknown,Unknown
Rps7,Euchromatin,Unknown
Rps9,Unknown,Unknown
Rptor,Euchromatin,Unknown
Rraga,Unknown,Unknown
Rragb,Unknown,Unknown
Rrbp1,Unknown,Unknown
Rreb1,Unknown,Unknown
Rrp15,Unknown,Unknown
Rrp7a,Euchromatin,Euchromatin
Rrp9,Euchromatin,Euchromatin
Rrs1,Unknown,Euchromatin
Rs1,Unknown,Unknown
Rsad1,Euchromatin,Euchromatin
Rsbn1,Heterochromatin,Heterochromatin
Rsbn1l,Unknown,Euchromatin
Rsf1,Unknown,Unknown
Rsl24d1,Euchromatin,Unknown
Rsph1,Euchromatin,Unknown
Rsph3b,Unknown,Unknown
Rspo3,Heterochromatin,Heterochromatin
Rsrc2,Unknown,Unknown
Rsrp1,Euchromatin,Euchromatin
Rsu1,Unknown,Unknown
Rtl5,Unknown,Unknown
Rtl6,Euchromatin,Unknown
Rtn1,Unknown,Unknown
Rtn3,Unknown,Unknown
Rtn4,Unknown,Unknown
Rtn4rl2,Euchromatin,Unknown
Rubcnl,Unknown,Unknown
Rufy2,Euchromatin,Euchromatin
Rundc3b,Unknown,Unknown
Rusf1,Unknown,Unknown
Rwdd2b,Unknown,Unknown
Rwdd4a,Unknown,Unknown
Rxylt1,Unknown,Unknown
Ryr1,Euchromatin,Euchromatin
S100a11,Unknown,Unknown
S1pr1,Unknown,Unknown
S1pr3,Euchromatin,Unknown
S1pr4,Euchromatin,Euchromatin
Saal1,Euchromatin,Unknown
Sacm1l,Unknown,Unknown
Sacs,Unknown,Unknown
Safb2,Euchromatin,Euchromatin
Sall1,Unknown,Unknown
Sall3,Unknown,Unknown
Sall4,Euchromatin,Euchromatin
Samd15,Unknown,Unknown
Samd4,Euchromatin,Unknown
Samd4b,Euchromatin,Euchromatin
Samm50,Euchromatin,Euchromatin
Sap130,Unknown,Unknown
Sar1a,Unknown,Unknown
Saraf,Unknown,Unknown
Sarm1,Euchromatin,Euchromatin
Sarnp,Unknown,Unknown
Sars2,Euchromatin,Euchromatin
Sart1,Euchromatin,Euchromatin
Sart3,Euchromatin,Euchromatin
Sash1,Euchromatin,Unknown
Saysd1,Euchromatin,Unknown
Sbno1,Euchromatin,Unknown
Sc5d,Unknown,Unknown
Scaf1,Euchromatin,Euchromatin
Scaf11,Unknown,Unknown
Scai,Unknown,Unknown
Scamp1,Unknown,Unknown
Scamp3,Euchromatin,Euchromatin
Scamp4,Euchromatin,Euchromatin
Scand1,Euchromatin,Unknown
Scap,Euchromatin,Euchromatin
Scaper,Unknown,Unknown
Scarf2,Euchromatin,Unknown
Scfd1,Unknown,Unknown
Scg3,Unknown,Unknown
Sclt1,Heterochromatin,Unknown
Scn3b,Unknown,Unknown
Sco1,Euchromatin,Unknown
Scoc,Unknown,Euchromatin
Scp2,Euchromatin,Unknown
Scpep1,Euchromatin,Unknown
Scube1,Euchromatin,Euchromatin
Scube3,Euchromatin,Euchromatin
Scyl2,Unknown,Unknown
Scyl3,Unknown,Unknown
Sdad1,Unknown,Unknown
Sdc2,Unknown,Euchromatin
Sdcbp,Unknown,Unknown
Sde2,Euchromatin,Euchromatin
Sdhb,Euchromatin,Euchromatin
Sdr39u1,Unknown,Unknown
Sec11a,Unknown,Unknown
Sec14l2,Euchromatin,Euchromatin
Sec22a,Unknown,Heterochromatin
Sec23a,Unknown,Unknown
Sec24a,Unknown,Unknown
Sec24c,Euchromatin,Euchromatin
Sec24d,Unknown,Unknown
Sec61a2,Unknown,Unknown
Sec62,Unknown,Unknown
Secisbp2,Euchromatin,Euchromatin
Seh1l,Unknown,Unknown
Sel1l,Unknown,Unknown
Selenoi,Unknown,Unknown
Selenok,Unknown,Unknown
Selenoo,Euchromatin,Euchromatin
Selenot,Unknown,Unknown
Sema4b,Euchromatin,Unknown
Sema4c,Euchromatin,Euchromatin
Senp1,Unknown,Unknown
Senp2,Unknown,Unknown
Senp5,Unknown,Unknown
Septin3,Euchromatin,Euchromatin
Septin7,Heterochromatin,Heterochromatin
Septin9,Euchromatin,Euchromatin
Serf1,Unknown,Unknown
Serf2,Unknown,Unknown
Serinc1,Heterochromatin,Heterochromatin
Serinc3,Unknown,Unknown
Serp2,Euchromatin,Unknown
Sertad2,Unknown,Unknown
Sertad3,Euchromatin,Euchromatin
Sesn2,Euchromatin,Euchromatin
Sesn3,Unknown,Unknown
Setbp1,Unknown,Unknown
Setd1a,Euchromatin,Euchromatin
Setd2,Unknown,Unknown
Setd4,Unknown,Unknown
Setd6,Unknown,Unknown
Sez6,Euchromatin,Euchromatin
Sf1,Euchromatin,Euchromatin
Sf3a2,Euchromatin,Euchromatin
Sf3a3,Euchromatin,Euchromatin
Sf3b2,Euchromatin,Euchromatin
Sf3b3,Unknown,Unknown
Sf3b4,Euchromatin,Euchromatin
Sf3b5,Unknown,Unknown
Sfmbt2,Unknown,Unknown
Sfn,Euchromatin,Euchromatin
Sfpq,Unknown,Unknown
Sfr1,Unknown,Unknown
Sfrp1,Euchromatin,Unknown
Sfswap,Euchromatin,Unknown
Sfxn1,Unknown,Unknown
Sgca,Euchromatin,Euchromatin
Sgf29,Euchromatin,Unknown
Sgo1,Unknown,Unknown
Sgo2a,Unknown,Unknown
Sgpl1,Unknown,Unknown
Sgsm1,Euchromatin,Unknown
Sh2b1,Euchromatin,Euchromatin
Sh2b3,Euchromatin,Euchromatin
Sh3bgrl2,Unknown,Unknown
Sh3glb1,Unknown,Unknown
Sh3pxd2b,Euchromatin,Unknown
Shank2,Euchromatin,Unknown
Sharpin,Euchromatin,Euchromatin
Shisa9,Unknown,Unknown
Shld1,Unknown,Unknown
Shprh,Unknown,Unknown
Siah1b,Unknown,Unknown
Siah2,Unknown,Unknown
Sik1,Euchromatin,Euchromatin
Sike1,Unknown,Unknown
Sil1,Euchromatin,Unknown
Simc1,Unknown,Unknown
Sin3a,Unknown,Unknown
Sirpa,Euchromatin,Unknown
Sirt5,Euchromatin,Euchromatin
Sirt6,Euchromatin,Euchromatin
Siva1,Euchromatin,Euchromatin
Six2,Euchromatin,Unknown
Ska2,Unknown,Unknown
Skic2,Unknown,Unknown
Skil,Unknown,Unknown
Skor1,Euchromatin,Unknown
Skp1,Unknown,Unknown
Slc13a2os,Euchromatin,Euchromatin
Slc15a4,Euchromatin,Unknown
Slc16a14,Unknown,Unknown
Slc16a6,Euchromatin,Unknown
Slc16a7,Unknown,Unknown
Slc17a5,Unknown,Unknown
Slc17a7,Euchromatin,Euchromatin
Slc19a1,Euchromatin,Euchromatin
Slc1a3,Unknown,Unknown
Slc1a4,Unknown,Unknown
Slc20a1,Euchromatin,Unknown
Slc22a21,Unknown,Unknown
Slc22a4,Euchromatin,Unknown
Slc22a5,Unknown,Unknown
Slc24a4,Euchromatin,Unknown
Slc25a11,Euchromatin,Euchromatin
Slc25a16,Euchromatin,Euchromatin
Slc25a19,Euchromatin,Euchromatin
Slc25a22,Euchromatin,Euchromatin
Slc25a23,Euchromatin,Euchromatin
Slc25a25,Euchromatin,Euchromatin
Slc25a3,Unknown,Unknown
Slc25a33,Euchromatin,Unknown
Slc25a36,Unknown,Unknown
Slc25a39,Euchromatin,Euchromatin
Slc25a42,Euchromatin,Unknown
Slc25a46,Unknown,Unknown
Slc25a47,Euchromatin,Unknown
Slc25a5,Unknown,Unknown
Slc25a51,Euchromatin,Euchromatin
Slc25a53,Unknown,Unknown
Slc26a10,Euchromatin,Euchromatin
Slc26a2,Unknown,Unknown
Slc26a4,Unknown,Unknown
Slc26a6,Unknown,Unknown
Slc26a8,Euchromatin,Euchromatin
Slc27a1,Euchromatin,Euchromatin
Slc2a10,Euchromatin,Euchromatin
Slc2a13,Unknown,Unknown
Slc2a4,Euchromatin,Euchromatin
Slc30a5,Unknown,Unknown
Slc30a6,Unknown,Unknown
Slc31a1,Unknown,Unknown
Slc33a1,Unknown,Unknown
Slc35a2,Unknown,Unknown
Slc35b1,Euchromatin,Unknown
Slc35c1,Euchromatin,Euchromatin
Slc35e1,Euchromatin,Euchromatin
Slc35e2,Euchromatin,Unknown
Slc35e3,Euchromatin,Euchromatin
Slc35e4,Euchromatin,Euchromatin
Slc35f5,Unknown,Unknown
Slc36a1,Euchromatin,Euchromatin
Slc36a4,Unknown,Unknown
Slc37a3,Unknown,Unknown
Slc38a10,Euchromatin,Unknown
Slc38a6,Unknown,Unknown
Slc39a1,Euchromatin,Euchromatin
Slc39a10,Heterochromatin,Heterochromatin
Slc39a13,Euchromatin,Euchromatin
Slc41a1,Euchromatin,Unknown
Slc41a2,Unknown,Unknown
Slc41a3,Euchromatin,Unknown
Slc43a2,Euchromatin,Euchromatin
Slc4a2,Euchromatin,Unknown
Slc6a6,Euchromatin,Euchromatin
Slc6a9,Euchromatin,Euchromatin
Slc7a1,Euchromatin,Euchromatin
Slc7a4,Euchromatin,Euchromatin
Slc7a5,Euchromatin,Euchromatin
Slc8a1,Unknown,Unknown
Slc8b1,Euchromatin,Euchromatin
Slco4a1,Euchromatin,Unknown
Slf2,Unknown,Unknown
Slit2,Unknown,Unknown
Slitrk1,Heterochromatin,Heterochromatin
Slitrk5,Unknown,Unknown
Slk,Unknown,Unknown
Slpi,Euchromatin,Unknown
Sltm,Unknown,Unknown
Slx4,Euchromatin,Unknown
Smad3,Euchromatin,Unknown
Smap2,Euchromatin,Unknown
Smarca4,Euchromatin,Euchromatin
Smarca5,Heterochromatin,Unknown
Smarcc1,Unknown,Euchromatin
Smarcc2,Euchromatin,Euchromatin
Smc1a,Unknown,Unknown
Smc2,Unknown,Unknown
Smc3,Euchromatin,Unknown
Smc4,Heterochromatin,Heterochromatin
Smdt1,Euchromatin,Unknown
Smg7,Unknown,Unknown
Smg8,Unknown,Unknown
Smg9,Euchromatin,Euchromatin
Smim10l1,Heterochromatin,Heterochromatin
Smim14,Unknown,Unknown
Smim27,Unknown,Unknown
Smim38,Euchromatin,Euchromatin
Smim7,Euchromatin,Unknown
Smkr-ps,Euchromatin,Unknown
Smndc1,Unknown,Unknown
Smox,Unknown,Unknown
Smpd3,Unknown,Unknown
Smpd5,Euchromatin,Euchromatin
Smyd4,Euchromatin,Unknown
Snai2,Unknown,Euchromatin
Snap23,Unknown,Unknown
Snapc1,Unknown,Unknown
Snapc5,Unknown,Unknown
Snd1,Unknown,Unknown
Snf8,Euchromatin,Unknown
Snhg10,Euchromatin,Euchromatin
Snhg12,Euchromatin,Euchromatin
Snhg15,Euchromatin,Euchromatin
Snhg17,Euchromatin,Euchromatin
Snhg6,Unknown,Unknown
Snhg8,Unknown,Unknown
Snip1,Euchromatin,Euchromatin
Snora78,Euchromatin,Euchromatin
Snord104,Euchromatin,Euchromatin
Snord55,Euchromatin,Euchromatin
Snrnp200,Unknown,Unknown
Snrnp25,Euchromatin,Euchromatin
Snrnp35,Euchromatin,Euchromatin
Snrpc,Euchromatin,Unknown
Snrpd3,Euchromatin,Unknown
Snrpe,Unknown,Unknown
Snrpg,Euchromatin,Unknown
Sntg1,Unknown,Unknown
Sntg2,Unknown,Unknown
Snw1,Euchromatin,Unknown
Snx11,Euchromatin,Euchromatin
Snx12,Unknown,Unknown
Snx13,Unknown,Heterochromatin
Snx2,Unknown,Unknown
Snx3,Unknown,Unknown
Snx32,Euchromatin,Euchromatin
Snx33,Euchromatin,Euchromatin
Snx5,Unknown,Unknown
Snx8,Euchromatin,Euchromatin
Soat1,Unknown,Unknown
Socs1,Euchromatin,Euchromatin
Socs2,Unknown,Unknown
Socs3,Euchromatin,Euchromatin
Socs5,Euchromatin,Unknown
Socs6,Unknown,Heterochromatin
Sod1,Unknown,Unknown
Sorbs1,Euchromatin,Unknown
Sort1,Unknown,Unknown
Sos1,Unknown,Unknown
Sox1,Euchromatin,Unknown
Sox12,Euchromatin,Euchromatin
Sox15,Euchromatin,Euchromatin
Sox2,Euchromatin,Unknown
Sox4,Unknown,Unknown
Sox7,Euchromatin,Unknown
Sp1,Unknown,Unknown
Sp2,Euchromatin,Unknown
Sp3os,Unknown,Unknown
Sp4,Unknown,Unknown
Sp5,Euchromatin,Unknown
Sp8,Unknown,Unknown
Spaca6,Unknown,Unknown
Spaca9,Euchromatin,Euchromatin
Spag1,Unknown,Unknown
Spag5,Euchromatin,Euchromatin
Spag7,Euchromatin,Euchromatin
Spart,Unknown,Unknown
Spata18,Unknown,Unknown
Spata3,Euchromatin,Unknown
Spats2,Euchromatin,Euchromatin
Spats2l,Unknown,Unknown
Spc24,Euchromatin,Euchromatin
Specc1,Unknown,Unknown
Spef1l,Euchromatin,Euchromatin
Speg,Euchromatin,Unknown
Spg11,Euchromatin,Unknown
Sphk2,Euchromatin,Euchromatin
Spint2,Euchromatin,Euchromatin
Spire2,Euchromatin,Euchromatin
Spmap2l,Unknown,Unknown
Spns1,Euchromatin,Euchromatin
Spock1,Euchromatin,Unknown
Spop,Unknown,Unknown
Spout1,Euchromatin,Euchromatin
Sppl3,Euchromatin,Unknown
Spred1,Unknown,Unknown
Spry2,Unknown,Unknown
Spry4,Euchromatin,Unknown
Spryd3,Euchromatin,Euchromatin
Spryd7,Unknown,Unknown
Spsb1,Euchromatin,Unknown
Spsb2,Euchromatin,Euchromatin
Sptbn4,Euchromatin,Euchromatin
Sptlc2,Unknown,Unknown
Spty2d1,Unknown,Unknown
Sqor,Unknown,Unknown
Src,Euchromatin,Euchromatin
Srcin1,Euchromatin,Euchromatin
Srd5a3,Unknown,Unknown
Srebf1,Euchromatin,Unknown
Srek1,Unknown,Unknown
Srfbp1,Unknown,Unknown
Srm,Euchromatin,Unknown
Srp19,Unknown,Unknown
Srp9,Euchromatin,Unknown
Srrm1,Euchromatin,Euchromatin
Srrm2,Euchromatin,Euchromatin
Srsf1,Euchromatin,Unknown
Srsf10,Unknown,Unknown
Srsf2,Euchromatin,Euchromatin
Srsf7,Unknown,Unknown
Srsf9,Euchromatin,Euchromatin
Ss18l2,Unknown,Unknown
Ssbp1,Heterochromatin,Heterochromatin
Ssbp2,Unknown,Unknown
Ssbp4,Euchromatin,Euchromatin
Ssc4d,Euchromatin,Euchromatin
Ssr3,Unknown,Unknown
Sstr2,Euchromatin,Unknown
Ssu72,Euchromatin,Unknown
St8sia2,Unknown,Unknown
St8sia5,Unknown,Unknown
Stag1,Unknown,Unknown
Stag3,Unknown,Unknown
Stam,Unknown,Euchromatin
Stam2,Unknown,Unknown
Stard3nl,Unknown,Unknown
Stard4,Unknown,Unknown
Stard5,Unknown,Unknown
Stard9,Unknown,Unknown
Stat2,Euchromatin,Euchromatin
Stat3,Euchromatin,Unknown
Stk11,Euchromatin,Euchromatin
Stk17b,Heterochromatin,Heterochromatin
Stk25,Euchromatin,Unknown
Stk3,Unknown,Euchromatin
Stk32c,Euchromatin,Unknown
Stk38l,Unknown,Unknown
Stk40,Euchromatin,Euchromatin
Stn1,Euchromatin,Unknown
Stom,Euchromatin,Unknown
Stoml2,Euchromatin,Euchromatin
Strada,Unknown,Unknown
Strap,Unknown,Unknown
Strip1,Euchromatin,Euchromatin
Strn,Unknown,Unknown
Stt3a,Unknown,Unknown
Stt3b,Unknown,Unknown
Stub1,Euchromatin,Euchromatin
Stum,Euchromatin,Unknown
Stx16,Euchromatin,Unknown
Stx2,Euchromatin,Unknown
Stx4a,Euchromatin,Euchromatin
Stx6,Unknown,Unknown
Suclg1,Unknown,Unknown
Suco,Heterochromatin,Heterochromatin
Suds3,Euchromatin,Euchromatin
Sufu,Euchromatin,Euchromatin
Sugct,Unknown,Unknown
Sugp1,Euchromatin,Euchromatin
Sugp2,Euchromatin,Unknown
Sugt1,Unknown,Unknown
Sulf2,Euchromatin,Unknown
Sumo2,Euchromatin,Unknown
Sumo3,Euchromatin,Euchromatin
Sun1,Euchromatin,Euchromatin
Supt20,Unknown,Unknown
Supt3,Unknown,Unknown
Supt6,Euchromatin,Unknown
Supv3l1,Euchromatin,Unknown
Surf6,Euchromatin,Euchromatin
Susd6,Euchromatin,Unknown
Suv39h1,Unknown,Unknown
Suz12,Unknown,Unknown
Sv2c,Unknown,Unknown
Svbp,Unknown,Unknown
Swi5,Euchromatin,Euchromatin
Swsap1,Euchromatin,Unknown
Swt1,Unknown,Unknown
Sycp3,Unknown,Unknown
Syn1,Unknown,Unknown
Synm,Unknown,Unknown
Synpo,Euchromatin,Euchromatin
Syp,Unknown,Unknown
Sypl1,Unknown,Unknown
Sypl2,Euchromatin,Unknown
Syt10,Unknown,Unknown
Syt14,Unknown,Unknown
Syt2,Unknown,Unknown
Syt9,Unknown,Unknown
Syvn1,Euchromatin,Euchromatin
Szrd1,Euchromatin,Euchromatin
Tab1,Euchromatin,Euchromatin
Tab3,Unknown,Heterochromatin
Tacc3,Euchromatin,Euchromatin
Tada1,Unknown,Unknown
Tada2b,Euchromatin,Unknown
Tada3,Euchromatin,Euchromatin
Taf13,Unknown,Unknown
Taf15,Unknown,Unknown
Taf1c,Euchromatin,Euchromatin
Taf4b,Unknown,Unknown
Taf6l,Unknown,Unknown
Tafa5,Euchromatin,Unknown
Tagln2,Euchromatin,Unknown
Taldo1,Euchromatin,Euchromatin
Tango6,Unknown,Unknown
Tank,Unknown,Unknown
Taok1,Unknown,Euchromatin
Taok3,Euchromatin,Euchromatin
Tapbp,Euchromatin,Euchromatin
Tarbp2,Unknown,Unknown
Tardbp,Euchromatin,Unknown
Tars1,Unknown,Unknown
Tasor,Unknown,Unknown
Tasor2,Unknown,Unknown
Tasp1,Unknown,Unknown
Tatdn2,Euchromatin,Euchromatin
Tbc1d10a,Unknown,Unknown
Tbc1d10b,Euchromatin,Euchromatin
Tbc1d14,Euchromatin,Unknown
Tbc1d17,Euchromatin,Euchromatin
Tbc1d23,Unknown,Unknown
Tbc1d25,Unknown,Euchromatin
Tbc1d31,Unknown,Unknown
Tbc1d32,Unknown,Unknown
Tbc1d4,Unknown,Unknown
Tbcb,Euchromatin,Euchromatin
Tbce,Unknown,Unknown
Tbl2,Euchromatin,Euchromatin
Tbrg4,Euchromatin,Euchromatin
Tbx3,Euchromatin,Unknown
Tcaim,Unknown,Unknown
Tcea1,Unknown,Unknown
Tceanc,Unknown,Unknown
Tcerg1,Unknown,Unknown
Tcf3,Euchromatin,Euchromatin
Tcf7l1,Euchromatin,Euchromatin
Tchh,Unknown,Unknown
Tcirg1,Euchromatin,Euchromatin
Tcof1,Euchromatin,Euchromatin
Tcp1,Unknown,Euchromatin
Tcp11,Euchromatin,Euchromatin
Tcp11l2,Unknown,Unknown
Tcta,Euchromatin,Euchromatin
Tdg,Unknown,Unknown
Tdrd3,Unknown,Unknown
Tdrkh,Unknown,Unknown
Tdrp,Euchromatin,Unknown
Tead1,Unknown,Unknown
Tead3,Euchromatin,Euchromatin
Tecr,Euchromatin,Euchromatin
Tedc1,Euchromatin,Euchromatin
Tef,Euchromatin,Euchromatin
Tekt1,Euchromatin,Unknown
Tenm2,Heterochromatin,Heterochromatin
Tenm3,Unknown,Unknown
Tenm4,Unknown,Unknown
Tent5c,Euchromatin,Unknown
Tert,Euchromatin,Euchromatin
Tesk1,Euchromatin,Unknown
Tesmin,Euchromatin,Euchromatin
Tex2,Euchromatin,Euchromatin
Tex30,Unknown,Unknown
Tex9,Unknown,Unknown
Tfap2c,Euchromatin,Unknown
Tfap2e,Euchromatin,Unknown
Tfb2m,Unknown,Unknown
Tfcp2,Euchromatin,Euchromatin
Tfcp2l1,Euchromatin,Unknown
Tfdp1,Euchromatin,Unknown
Tfe3,Euchromatin,Euchromatin
Tfg,Unknown,Unknown
Tfip11,Euchromatin,Euchromatin
Tgfb1,Euchromatin,Euchromatin
Tgfbr2,Unknown,Unknown
Tgfbr3,Unknown,Unknown
Tgif1,Euchromatin,Unknown
Thada,Unknown,Unknown
Thap1,Unknown,Unknown
Thap6,Unknown,Unknown
Thap7,Euchromatin,Euchromatin
Them4,Unknown,Unknown
Thg1l,Unknown,Unknown
Thnsl1,Unknown,Unknown
Thnsl2,Unknown,Unknown
Thoc1,Heterochromatin,Heterochromatin
Thop1,Euchromatin,Euchromatin
Thrap3,Euchromatin,Euchromatin
Thsd4,Euchromatin,Unknown
Thumpd3,Unknown,Unknown
Tia1,Unknown,Unknown
Ticrr,Unknown,Unknown
Tigar,Euchromatin,Unknown
Tigd2,Unknown,Unknown
Timm10b,Unknown,Unknown
Timm13,Euchromatin,Euchromatin
Timm17b,Unknown,Unknown
Timm44,Unknown,Unknown
Timm8a1,Unknown,Unknown
Timm9,Unknown,Unknown
Timp2,Euchromatin,Euchromatin
Tinf2,Unknown,Unknown
Tipin,Unknown,Euchromatin
Tiprl,Unknown,Unknown
Tjp2,Unknown,Unknown
Tjp3,Euchromatin,Euchromatin
Tlcd3a,Unknown,Unknown
Tlcd5,Euchromatin,Unknown
Tle1,Unknown,Heterochromatin
Tle3,Euchromatin,Unknown
Tle4,Unknown,Heterochromatin
Tlx1,Euchromatin,Euchromatin
Tm6sf1,Unknown,Unknown
Tm9sf1,Euchromatin,Euchromatin
Tma7,Euchromatin,Unknown
Tmbim6,Unknown,Unknown
Tmco1,Unknown,Unknown
Tmco4,Euchromatin,Unknown
Tmco6,Euchromatin,Unknown
Tmed10,Unknown,Unknown
Tmed2,Euchromatin,Euchromatin
Tmed3,Unknown,Unknown
Tmed5,Unknown,Unknown
Tmem107,Euchromatin,Euchromatin
Tmem11,Euchromatin,Euchromatin
Tmem120a,Euchromatin,Euchromatin
Tmem126b,Unknown,Unknown
Tmem132e,Euchromatin,Unknown
Tmem147,Euchromatin,Euchromatin
Tmem150c,Euchromatin,Unknown
Tmem151a,Euchromatin,Euchromatin
Tmem160,Euchromatin,Euchromatin
Tmem178b,Unknown,Unknown
Tmem184b,Euchromatin,Euchromatin
Tmem184c,Unknown,Unknown
Tmem19,Unknown,Unknown
Tmem200b,Euchromatin,Unknown
Tmem222,Euchromatin,Euchromatin
Tmem230,Euchromatin,Unknown
Tmem231,Euchromatin,Euchromatin
Tmem243,Unknown,Unknown
Tmem248,Euchromatin,Unknown
Tmem250-ps,Euchromatin,Euchromatin
Tmem260,Unknown,Unknown
Tmem29,Unknown,Unknown
Tmem30a,Unknown,Heterochromatin
Tmem37,Euchromatin,Unknown
Tmem38a,Euchromatin,Unknown
Tmem39a,Unknown,Unknown
Tmem41b,Unknown,Unknown
Tmem44,Unknown,Unknown
Tmem50a,Euchromatin,Euchromatin
Tmem50b,Euchromatin,Euchromatin
Tmem60,Unknown,Unknown
Tmem64,Unknown,Unknown
Tmem67,Unknown,Unknown
Tmem70,Unknown,Unknown
Tmem79,Euchromatin,Euchromatin
Tmem87a,Unknown,Unknown
Tmem87b,Unknown,Unknown
Tmem88b,Euchromatin,Euchromatin
Tmem94,Euchromatin,Euchromatin
Tmem97,Unknown,Unknown
Tmod3,Unknown,Unknown
Tmpo,Unknown,Unknown
Tmtc2,Unknown,Unknown
Tmtc4,Unknown,Unknown
Tmub2,Euchromatin,Euchromatin
Tmx4,Unknown,Unknown
Tnfaip1,Euchromatin,Unknown
Tnfaip2,Euchromatin,Euchromatin
Tnfaip3,Unknown,Heterochromatin
Tnfaip8l1,Euchromatin,Euchromatin
Tnfrsf12a,Euchromatin,Euchromatin
Tnfrsf25,Euchromatin,Euchromatin
Tnfrsf9,Euchromatin,Euchromatin
Tnks,Unknown,Unknown
Tnks1bp1,Euchromatin,Unknown
Tnpo3,Euchromatin,Unknown
Tnrc18,Euchromatin,Euchromatin
Tnrc6b,Unknown,Unknown
Tnrc6c,Euchromatin,Unknown
Tob1,Euchromatin,Unknown
Togaram1,Heterochromatin,Heterochromatin
Tollip,Unknown,Unknown
Tom1,Unknown,Unknown
